locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLMJLKIP_03988	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
PLMJLKIP_03989	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
PLMJLKIP_03990	CDS	1662	aspT_2			Aspartate/alanine antiporter
PLMJLKIP_03991	CDS	717	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
PLMJLKIP_03992	CDS	1617				hypothetical protein
PLMJLKIP_03993	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
PLMJLKIP_03994	CDS	894	rhaR_4			HTH-type transcriptional activator RhaR
PLMJLKIP_03995	CDS	1716	yidK		COG4146	putative symporter YidK
PLMJLKIP_03996	CDS	1494		3.1.6.-		Ulvan-active sulfatase
PLMJLKIP_03997	CDS	450	yidI			Inner membrane protein YidI
PLMJLKIP_03998	CDS	348	yidH		COG2149	Inner membrane protein YidH
PLMJLKIP_03999	CDS	363	yidG			Inner membrane protein YidG
PLMJLKIP_04000	CDS	498				hypothetical protein
PLMJLKIP_04001	CDS	1185	emrD			Multidrug resistance protein D
PLMJLKIP_04002	CDS	90	tisB			Small toxic protein TisB
PLMJLKIP_04003	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
PLMJLKIP_04004	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
PLMJLKIP_04005	CDS	1296				hypothetical protein
PLMJLKIP_04006	CDS	1470				hypothetical protein
PLMJLKIP_04007	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
PLMJLKIP_04008	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
PLMJLKIP_04009	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
PLMJLKIP_04010	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
PLMJLKIP_04011	CDS	459				IS200/IS605 family transposase IS200C
PLMJLKIP_04012	CDS	885				hypothetical protein
PLMJLKIP_04013	CDS	168				hypothetical protein
PLMJLKIP_04014	CDS	306	hdfR_2			HTH-type transcriptional regulator HdfR
PLMJLKIP_04015	CDS	1215	bcr_2			Bicyclomycin resistance protein
PLMJLKIP_04016	CDS	717				hypothetical protein
PLMJLKIP_04017	CDS	1188				hypothetical protein
PLMJLKIP_04018	rRNA	1538				16S ribosomal RNA
PLMJLKIP_04019	CDS	1209	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
PLMJLKIP_04020	CDS	543				hypothetical protein
PLMJLKIP_04021	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
PLMJLKIP_04022	CDS	603	ais_2	3.1.3.-		Lipopolysaccharide core heptose(II)-phosphate phosphatase
PLMJLKIP_04023	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
PLMJLKIP_04024	CDS	969	arnC_3	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PLMJLKIP_04025	CDS	1983	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
PLMJLKIP_04026	CDS	891	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
PLMJLKIP_04027	CDS	1653	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
PLMJLKIP_04028	CDS	336	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
PLMJLKIP_04029	CDS	387	arnF		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
PLMJLKIP_04030	CDS	267	pmrD			Signal transduction protein PmrD
PLMJLKIP_04031	CDS	1356	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
PLMJLKIP_04032	CDS	963	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
PLMJLKIP_04033	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
PLMJLKIP_04034	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PLMJLKIP_04035	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
PLMJLKIP_04036	CDS	1296	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
PLMJLKIP_04037	CDS	306	elaB		COG4575	Protein ElaB
PLMJLKIP_04038	CDS	462	elaA		COG2153	Protein ElaA
PLMJLKIP_04039	CDS	918	rbn	3.1.-.-	COG1234	Ribonuclease BN
PLMJLKIP_04040	CDS	1209	elaD	3.4.22.-		Protease ElaD
PLMJLKIP_04041	CDS	972				hypothetical protein
PLMJLKIP_04042	CDS	504	yfbM			Protein YfbM
PLMJLKIP_04043	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
PLMJLKIP_04044	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
PLMJLKIP_04045	CDS	1842	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PLMJLKIP_04046	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
PLMJLKIP_04047	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
PLMJLKIP_04048	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
PLMJLKIP_04049	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
PLMJLKIP_04050	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
PLMJLKIP_04051	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
PLMJLKIP_04052	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
PLMJLKIP_04053	CDS	1803	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
PLMJLKIP_04054	CDS	663	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
PLMJLKIP_04055	CDS	444	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
PLMJLKIP_04056	CDS	165				hypothetical protein
PLMJLKIP_04057	CDS	939	hdfR_3			HTH-type transcriptional regulator HdfR
PLMJLKIP_04058	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
PLMJLKIP_04059	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
PLMJLKIP_04060	CDS	1833				hypothetical protein
PLMJLKIP_04061	CDS	651	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
PLMJLKIP_04062	CDS	495				hypothetical protein
PLMJLKIP_04063	CDS	456				hypothetical protein
PLMJLKIP_04064	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
PLMJLKIP_04065	CDS	2145	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
PLMJLKIP_04066	CDS	1479				hypothetical protein
PLMJLKIP_04067	CDS	543	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
PLMJLKIP_04068	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
PLMJLKIP_04069	CDS	645	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
PLMJLKIP_04070	CDS	648	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
PLMJLKIP_04071	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
PLMJLKIP_04072	CDS	894				Epimerase family protein
PLMJLKIP_04073	CDS	891				ISNCY family transposase ISRor2
PLMJLKIP_04074	CDS	774	hisP		COG4598	Histidine transport ATP-binding protein HisP
PLMJLKIP_04075	CDS	717	hisM		COG4160	Histidine transport system permease protein HisM
PLMJLKIP_04076	CDS	687	hisQ		COG4215	Histidine transport system permease protein HisQ
PLMJLKIP_04077	CDS	783	hisJ		COG0834	Histidine-binding periplasmic protein
PLMJLKIP_04078	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
PLMJLKIP_04079	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
PLMJLKIP_04080	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PLMJLKIP_04081	CDS	489	cvpA		COG1286	Colicin V production protein
PLMJLKIP_04082	CDS	663	dedD			Cell division protein DedD
PLMJLKIP_04083	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
PLMJLKIP_04084	CDS	915	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
PLMJLKIP_04085	CDS	660	dedA		COG0586	Protein DedA
PLMJLKIP_04086	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PLMJLKIP_04087	CDS	1014	usg		COG0136	USG-1 protein
PLMJLKIP_04088	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
PLMJLKIP_04089	CDS	996	flk			Flagellar regulator flk
PLMJLKIP_04090	CDS	1179	yfcJ			putative MFS-type transporter YfcJ
PLMJLKIP_04091	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
PLMJLKIP_04092	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
PLMJLKIP_04093	CDS	279				hypothetical protein
PLMJLKIP_04094	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
PLMJLKIP_04095	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
PLMJLKIP_04096	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
PLMJLKIP_04097	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
PLMJLKIP_04098	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
PLMJLKIP_04099	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
PLMJLKIP_04100	CDS	849	yfcO			putative protein YfcO
PLMJLKIP_04101	CDS	525	yfcP			putative fimbrial-like protein YfcP
PLMJLKIP_04102	CDS	471	yfcQ			putative fimbrial-like protein YfcQ
PLMJLKIP_04103	CDS	507	yfcR			putative fimbrial-like protein YfcR
PLMJLKIP_04104	CDS	750	yfcS		COG3121	putative fimbrial chaperone YfcS
PLMJLKIP_04105	CDS	2640	papC_2		COG3188	Outer membrane usher protein PapC
PLMJLKIP_04106	CDS	567	yfcV			putative fimbrial-like protein YfcV
PLMJLKIP_04107	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
PLMJLKIP_04108	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
PLMJLKIP_04109	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
PLMJLKIP_04110	CDS	285				hypothetical protein
PLMJLKIP_04111	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
PLMJLKIP_04112	CDS	1248				hypothetical protein
PLMJLKIP_04113	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
PLMJLKIP_04114	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
PLMJLKIP_04115	tRNA	75				tRNA-Arg(cct)
PLMJLKIP_04116	CDS	1248	cscB			Sucrose permease
PLMJLKIP_04117	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
PLMJLKIP_04118	CDS	1434	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
PLMJLKIP_04119	CDS	954	degA		COG1609	HTH-type transcriptional regulator DegA
PLMJLKIP_04120	CDS	219	dsdX		COG2610	D-serine transporter DsdX
PLMJLKIP_04121	CDS	1332	dsdA	4.3.1.18	COG3048	D-serine dehydratase
PLMJLKIP_04122	CDS	1539	emrY			putative multidrug resistance protein EmrY
PLMJLKIP_04123	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
PLMJLKIP_04124	CDS	615	evgA			DNA-binding transcriptional activator EvgA
PLMJLKIP_04125	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
PLMJLKIP_04126	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
PLMJLKIP_04127	CDS	945				hypothetical protein
PLMJLKIP_04128	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
PLMJLKIP_04129	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
PLMJLKIP_04130	CDS	633	yfdX			Protein YfdX
PLMJLKIP_04131	CDS	276				hypothetical protein
PLMJLKIP_04132	CDS	243				hypothetical protein
PLMJLKIP_04133	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
PLMJLKIP_04134	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
PLMJLKIP_04135	CDS	1698	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
PLMJLKIP_04136	CDS	735	ypdB		COG3279	Transcriptional regulatory protein YpdB
PLMJLKIP_04137	CDS	858	rhaR_5			HTH-type transcriptional activator RhaR
PLMJLKIP_04138	CDS	2496	fryA_2		COG1080	Multiphosphoryl transfer protein 1
PLMJLKIP_04139	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
PLMJLKIP_04140	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
PLMJLKIP_04141	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
PLMJLKIP_04142	CDS	327	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
PLMJLKIP_04143	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
PLMJLKIP_04144	CDS	1257	yfeO			Putative ion-transport protein YfeO
PLMJLKIP_04145	CDS	327				hypothetical protein
PLMJLKIP_04146	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
PLMJLKIP_04147	CDS	1203	nupC		COG1972	Nucleoside permease NupC
PLMJLKIP_04148	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
PLMJLKIP_04149	tRNA	76				tRNA-Ala(ggc)
PLMJLKIP_04150	tRNA	76				tRNA-Ala(ggc)
PLMJLKIP_04151	CDS	360				hypothetical protein
PLMJLKIP_04152	CDS	372				hypothetical protein
PLMJLKIP_04153	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PLMJLKIP_04154	tRNA	76				tRNA-Val(tac)
PLMJLKIP_04155	tRNA	76				tRNA-Val(tac)
PLMJLKIP_04156	tRNA	76				tRNA-Val(tac)
PLMJLKIP_04157	tRNA	76				tRNA-Lys(ttt)
PLMJLKIP_04158	CDS	342				hypothetical protein
PLMJLKIP_04159	CDS	927	cynR_3			HTH-type transcriptional regulator CynR
PLMJLKIP_04160	CDS	999				hypothetical protein
PLMJLKIP_04161	CDS	219				hypothetical protein
PLMJLKIP_04162	CDS	2016	ligA_2	6.5.1.2	COG0272	DNA ligase
PLMJLKIP_04163	CDS	999	zipA		COG3115	Cell division protein ZipA
PLMJLKIP_04164	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
PLMJLKIP_04165	CDS	972	cysK	2.5.1.47	COG0031	Cysteine synthase A
PLMJLKIP_04166	CDS	258	ptsH_1		COG1925	Phosphocarrier protein HPr
PLMJLKIP_04167	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
PLMJLKIP_04168	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
PLMJLKIP_04169	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
PLMJLKIP_04170	CDS	369				hypothetical protein
PLMJLKIP_04171	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
PLMJLKIP_04172	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
PLMJLKIP_04173	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
PLMJLKIP_04174	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
PLMJLKIP_04175	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
PLMJLKIP_04176	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
PLMJLKIP_04177	CDS	858	murR_2		COG1737	HTH-type transcriptional regulator MurR
PLMJLKIP_04178	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
PLMJLKIP_04179	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
PLMJLKIP_04180	CDS	1302	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
PLMJLKIP_04181	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
PLMJLKIP_04182	CDS	576	yfeY			putative protein YfeY
PLMJLKIP_04183	CDS	450	yfeZ			Inner membrane protein YfeZ
PLMJLKIP_04184	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
PLMJLKIP_04185	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
PLMJLKIP_04186	CDS	903	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
PLMJLKIP_04187	CDS	1053				hypothetical protein
PLMJLKIP_04188	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
PLMJLKIP_04189	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
PLMJLKIP_04190	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
PLMJLKIP_04191	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
PLMJLKIP_04192	CDS	1404				hypothetical protein
PLMJLKIP_04193	CDS	1227				hypothetical protein
PLMJLKIP_04194	CDS	1188	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
PLMJLKIP_04195	CDS	837	ftsA_1			Cell division protein FtsA
PLMJLKIP_04196	CDS	1404	proA_2	1.2.1.41		Gamma-glutamyl phosphate reductase
PLMJLKIP_04197	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
PLMJLKIP_04198	CDS	336	eutM		COG4577	Ethanolamine utilization protein EutM
PLMJLKIP_04199	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
PLMJLKIP_04200	CDS	804				hypothetical protein
PLMJLKIP_04201	CDS	702	eutQ		COG4766	Ethanolamine utilization protein EutQ
PLMJLKIP_04202	CDS	480	pduV		COG4917	Propanediol utilization protein PduV
PLMJLKIP_04203	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
PLMJLKIP_04204	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
PLMJLKIP_04205	CDS	951	tal	2.2.1.2		Transaldolase
PLMJLKIP_04206	CDS	2004	tktB	2.2.1.1	COG0021	Transketolase 2
PLMJLKIP_04207	CDS	1044				hypothetical protein
PLMJLKIP_04208	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
PLMJLKIP_04209	CDS	1980		1.18.1.2		Ferredoxin--NADP reductase
PLMJLKIP_04210	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
PLMJLKIP_04211	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
PLMJLKIP_04212	CDS	357	yffB		COG1393	Protein YffB
PLMJLKIP_04213	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
PLMJLKIP_04214	CDS	201				hypothetical protein
PLMJLKIP_04215	CDS	699				hypothetical protein
PLMJLKIP_04216	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
PLMJLKIP_04217	CDS	864			COG2321	putative protein
PLMJLKIP_04218	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PLMJLKIP_04219	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
PLMJLKIP_04220	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PLMJLKIP_04221	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
PLMJLKIP_04222	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
PLMJLKIP_04223	CDS	618	hyfA_5	1.-.-.-	COG1142	Hydrogenase-4 component A
PLMJLKIP_04224	CDS	2019	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
PLMJLKIP_04225	CDS	948	hyfC	1.-.-.-	COG0650	Hydrogenase-4 component C
PLMJLKIP_04226	CDS	1440	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
PLMJLKIP_04227	CDS	651	hyfE	1.-.-.-	COG4237	Hydrogenase-4 component E
PLMJLKIP_04228	CDS	1581	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
PLMJLKIP_04229	CDS	1716	hyfG	1.-.-.-	COG3261	Hydrogenase-4 component G
PLMJLKIP_04230	CDS	546	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
PLMJLKIP_04231	CDS	759	hycG_2		COG3260	Formate hydrogenlyase subunit 7
PLMJLKIP_04232	CDS	414				hypothetical protein
PLMJLKIP_04233	CDS	2013	hyfR		COG3604	DNA-binding transcriptional activator HyfR
PLMJLKIP_04234	CDS	849	focB		COG2116	putative formate transporter 2
PLMJLKIP_04235	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
PLMJLKIP_04236	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
PLMJLKIP_04237	CDS	360	yfgD		COG1393	putative protein YfgD
PLMJLKIP_04238	CDS	747	hda		COG0593	DnaA regulatory inactivator Hda
PLMJLKIP_04239	CDS	1290	uraA		COG2233	Uracil permease
PLMJLKIP_04240	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
PLMJLKIP_04241	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
PLMJLKIP_04242	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
PLMJLKIP_04243	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
PLMJLKIP_04244	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
PLMJLKIP_04245	CDS	2244	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
PLMJLKIP_04246	CDS	153				hypothetical protein
PLMJLKIP_04247	CDS	174	yfgG			Protein YfgG
PLMJLKIP_04248	CDS	516				hypothetical protein
PLMJLKIP_04249	CDS	540				hypothetical protein
PLMJLKIP_04250	tRNA	87				tRNA-Leu(taa)
PLMJLKIP_04251	tRNA	74				tRNA-Cys(gca)
PLMJLKIP_04252	tRNA	76				tRNA-Gly(gcc)
PLMJLKIP_04253	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
PLMJLKIP_04254	CDS	1833	uvrC		COG0322	UvrABC system protein C
PLMJLKIP_04255	CDS	657	uvrY		COG2197	Response regulator UvrY
PLMJLKIP_04256	CDS	225				hypothetical protein
PLMJLKIP_04257	CDS	723	sdiA		COG2771	Regulatory protein SdiA
PLMJLKIP_04258	CDS	753	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
PLMJLKIP_04259	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
PLMJLKIP_04260	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
PLMJLKIP_04261	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
PLMJLKIP_04262	CDS	552	fliZ			Regulator of sigma S factor FliZ
PLMJLKIP_04263	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
PLMJLKIP_04264	CDS	1665	fliC		COG1344	Flagellin
PLMJLKIP_04265	CDS	1407	fliD		COG1345	Flagellar hook-associated protein 2
PLMJLKIP_04266	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
PLMJLKIP_04267	CDS	366	fliT			Flagellar protein FliT
PLMJLKIP_04268	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
PLMJLKIP_04269	CDS	414				hypothetical protein
PLMJLKIP_04270	CDS	1206				hypothetical protein
PLMJLKIP_04271	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
PLMJLKIP_04272	CDS	669	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
PLMJLKIP_04273	CDS	396	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
PLMJLKIP_04274	CDS	216				hypothetical protein
PLMJLKIP_04275	CDS	804				hypothetical protein
PLMJLKIP_04276	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
PLMJLKIP_04277	CDS	1659	fliF		COG1766	Flagellar M-ring protein
PLMJLKIP_04278	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
PLMJLKIP_04279	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
PLMJLKIP_04280	CDS	1374	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
PLMJLKIP_04281	CDS	444	fliJ		COG2882	Flagellar FliJ protein
PLMJLKIP_04282	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
PLMJLKIP_04283	CDS	465				hypothetical protein
PLMJLKIP_04284	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
PLMJLKIP_04285	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
PLMJLKIP_04286	CDS	366	fliO		COG3190	Flagellar protein FliO
PLMJLKIP_04287	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
PLMJLKIP_04288	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
PLMJLKIP_04289	CDS	786	fliR		COG1684	Flagellar biosynthetic protein FliR
PLMJLKIP_04290	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
PLMJLKIP_04291	CDS	189	dsrB			Protein DsrB
PLMJLKIP_04292	CDS	228				hypothetical protein
PLMJLKIP_04293	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
PLMJLKIP_04294	CDS	1695	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
PLMJLKIP_04295	CDS	183				hypothetical protein
PLMJLKIP_04296	CDS	918	yedI		COG2354	Inner membrane protein YedI
PLMJLKIP_04297	CDS	921	yedA			putative inner membrane transporter YedA
PLMJLKIP_04298	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
PLMJLKIP_04299	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
PLMJLKIP_04300	CDS	696	yedJ		COG1418	putative protein YedJ
PLMJLKIP_04301	CDS	303	yedR			Inner membrane protein YedR
PLMJLKIP_04302	CDS	111				hypothetical protein
PLMJLKIP_04303	CDS	1194	ompN_2		COG3203	Outer membrane porin N
PLMJLKIP_04304	CDS	852	hchA_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
PLMJLKIP_04305	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
PLMJLKIP_04306	CDS	783	hprR		COG0745	Transcriptional regulatory protein HprR
